"Ticker","Date","MACD_Buy","EMA20_SMA50_Buy","EMA20_SMA20_Buy","SMA20_SMA50_Buy","RSI_Buy"
"SACC",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SAGE",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"SAI",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SAIA",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"SAJ",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"SAMG",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SANG",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SANM",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SAP",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SAR",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SASR",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SAT",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SATL",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"SATS",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SATX",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SAVE",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"SAY",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"SAZ",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"SB",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SBAC",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"SBBA",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SBFM",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"SBH",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SBLK",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SBOW",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SBUX",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"SCCC",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SCCF",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SCCG",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SCKT",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SCNI",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"SCPH",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"SCS",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SCSC",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SCVL",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SCYX",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SDA",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SEAT",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"SEDA",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SEE",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SEED",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SEEL",2024-06-18,FALSE,FALSE,TRUE,FALSE,TRUE
"SELF",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SELX",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SEM",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SEMR",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SENEA",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SEPA",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"SES",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"SFL",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SFM",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SG",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SGA",2024-06-18,FALSE,FALSE,TRUE,FALSE,TRUE
"SGC",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SGE",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SGHC",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SGRP",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SGRY",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SHBI",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SHCO",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"SHCR",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SHEN",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SHG",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SHIP",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SHLT",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SHOO",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SHOP",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"SHOT",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"SHPH",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SHW",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"SHYF",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SIF",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SIG",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SIGA",2024-06-18,FALSE,FALSE,TRUE,FALSE,TRUE
"SII",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SILV",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SIRI",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"SITC",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SITM",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SJ",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SJM",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"SJT",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"SKE",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"SKIN",2024-06-18,FALSE,FALSE,TRUE,FALSE,TRUE
"SKM",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SKY",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"SKYT",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"SKYX",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"SLAMU",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SLB",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"SLCA",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SLGL",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"SLI",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SLNA",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SLND",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SLP",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SLQT",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SLRC",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SLRN",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"SLVM",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SLVO",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SMBK",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SMCI",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"SMFG",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SMHI",2024-06-18,TRUE,FALSE,FALSE,TRUE,FALSE
"SMID",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"SMLP",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SMPL",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SMR",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SMTI",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"SMWB",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SNA",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"SNAL",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"SNAX",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SNCR",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SNCY",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"SNDA",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"SNDR",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SNDX",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"SNEX",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SNFCA",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SNOA",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SNSE",2024-06-18,FALSE,FALSE,TRUE,FALSE,TRUE
"SNTG",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SNX",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SO",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SOC",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SON",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SOND",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"SOPH",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SOR",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SOUN",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SOWG",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SPB",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SPEC",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"SPG",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SPH",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SPIR",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"SPNS",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SPNT",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SPOT",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SPR",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"SPRB",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"SPSC",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SPT",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"SPWR",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SPXC",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SQFTP",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SQNS",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SQSP",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SRDX",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SRE",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SRI",2024-06-18,TRUE,FALSE,FALSE,TRUE,FALSE
"SRRK",2024-06-18,FALSE,FALSE,TRUE,FALSE,TRUE
"SRTS",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SRV",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SRZN",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SSBK",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SSD",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"SSL",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"SSP",2024-06-18,FALSE,FALSE,TRUE,FALSE,TRUE
"SSSS",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SSSSL",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SST",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"SSTI",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SSTK",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"ST",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"STAA",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"STAF",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"STAG",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"STE",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"STEP",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"STER",2024-06-18,FALSE,FALSE,FALSE,TRUE,TRUE
"STGW",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"STHO",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"STIM",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"STNG",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"STOK",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"STRA",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"STRL",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"STRT",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"STRW",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"STSS",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"STVN",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"STWD",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"STXS",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"STZ",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"SUN",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"SUPN",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"SURG",2024-06-18,FALSE,TRUE,TRUE,FALSE,FALSE
"SUZ",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"SVII",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SVM",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SVT",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"SWAG",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"SWBI",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"SWIM",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SWK",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"SWZ",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SXI",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"SXT",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SXTC",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"SYBX",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"SYNA",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"SYY",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"T",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TAC",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TACT",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"TALO",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"TANH",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TAOP",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"TAP",2024-06-18,FALSE,FALSE,TRUE,FALSE,TRUE
"TARO",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TASK",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TATT",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TBIO",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"TBLD",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TBMC",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TBNK",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TC",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TCBIO",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"TCBK",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TCI",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"TCJH",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"TCMD",2024-06-18,FALSE,FALSE,TRUE,FALSE,TRUE
"TCON",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"TCPC",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TCRT",2024-06-18,FALSE,FALSE,TRUE,FALSE,TRUE
"TCRX",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TCS",2024-06-18,FALSE,FALSE,TRUE,FALSE,TRUE
"TCTM",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"TCX",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TDC",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"TDCX",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"TDF",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TDG",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TDS",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TDUP",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TDW",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TEAF",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TECH",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TEF",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TEI",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TEL",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TELA",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TENK",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TER",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TEVA",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TFFP",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"TFII",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"TFINP",2024-06-18,TRUE,FALSE,FALSE,TRUE,FALSE
"TG",2024-06-18,FALSE,FALSE,TRUE,FALSE,TRUE
"TGS",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TGTX",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"THC",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"THCP",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"THRD",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"THTX",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"TIGO",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TIPT",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TISI",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TITN",2024-06-18,FALSE,FALSE,TRUE,FALSE,TRUE
"TIVC",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"TIXT",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"TK",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TKC",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TKO",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TLGY",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TLK",2024-06-18,FALSE,FALSE,TRUE,FALSE,TRUE
"TLS",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TLSA",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TLSIW",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TMC",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"TMCI",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"TMCWW",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"TMDX",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TME",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TMO",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TMQ",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TNC",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"TNDM",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TNK",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TNL",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"TNP",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TOP",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"TOPS",2024-06-18,FALSE,FALSE,FALSE,TRUE,TRUE
"TOUR",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TOVX",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"TPB",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TPC",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TPCS",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"TPET",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"TPH",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TPHS",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TPIC",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TPR",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TPTA",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TPZ",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TRC",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TRDA",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TREE",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TREX",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"TRI",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TRIP",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"TRIS",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TRMB",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"TRMD",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TRML",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"TRN",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TRNS",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TRON",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TROW",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TROX",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TRP",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TRTL",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TRTX",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TRUG",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"TRUP",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TRVI",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"TSAT",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TSRI",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TTEC",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"TTEK",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TTMI",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TTNP",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"TTOO",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TTP",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TTWO",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TUP",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TUSK",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TUYA",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TVC",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TVGN",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"TVTX",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TWKS",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TXG",2024-06-18,FALSE,FALSE,TRUE,FALSE,TRUE
"TXMD",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TXN",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TXO",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TXRH",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TY",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TYG",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TYL",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"TZOO",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"U",2024-06-18,FALSE,FALSE,TRUE,FALSE,TRUE
"UA",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"UAA",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"UAL",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"UAMY",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"UBER",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"UBS",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"UBX",2024-06-18,FALSE,FALSE,FALSE,TRUE,TRUE
"UCBIO",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"UCL",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"UDMY",2024-06-18,FALSE,FALSE,TRUE,FALSE,TRUE
"UEIC",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"UFI",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"UFPT",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"UG",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"UHG",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"UI",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"UIS",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"UL",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"ULBI",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"ULCC",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"ULH",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"ULTA",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"UMH",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"UNFI",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"UNH",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"UNIT",2024-06-18,FALSE,FALSE,TRUE,FALSE,TRUE
"UPC",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
